marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,12442186,RQCKTQ5R516BJ,B00P72GI7U,1260273,"DJI Phantom 2 Vision+ Quadcopter with FPV Hdra, DJI Case, 32GB Micro SD, Lanyard, Extra DJI Battery and 3-axis Gimbal and Hd Camera",Camera,5,0,0,N,Y,A good deal,This was a good deal. Arrived quickly. I already have a Phantom so startup was fast. A really good carry case with wheels. Only comment is the sd card caused problems so I trashed it.,5/21/2015
US,13601632,RQDH6C3LOY4QH,B00P72GI7U,1260273,"DJI Phantom 2 Vision+ Quadcopter with FPV Hdra, DJI Case, 32GB Micro SD, Lanyard, Extra DJI Battery and 3-axis Gimbal and Hd Camera",Camera,5,0,0,N,Y,Every item came in it's own shipment but other than ...,"Every item came in it's own shipment but other than that, and not having decent weather, I am ecstatic about the quality of this item... although right when I went to order around Christmas this item had risen in price $100 from the week before.... still giving it a five star.",1/4/2015
US,45557222,RO9E65Y3DJ240,B00P72GI7U,1260273,"DJI Phantom 2 Vision+ Quadcopter with FPV Hdra, DJI Case, 32GB Micro SD, Lanyard, Extra DJI Battery and 3-axis Gimbal and Hd Camera",Camera,5,0,0,N,Y,Worth it!,So much fun!  I want two.,4/25/2015
US,37211551,ROEHA1KMO54RR,B00DBE1NBM,1263237,"Crumpler Karachi Outpost Small Camera Backpack, Midnight Blue",Camera,5,0,0,N,Y,Very good backpack for camera,Very good backpack for camera. I think I bought the one is too small for me. I'm now considering to buy a bigger one.,4/22/2015
US,16988409,R3V8240FPU2KIK,B004QXKK16,1265480,"Wasabi Power Battery and Charger Kit for Panasonic DMW-BCH7, DMW-BCH7PP, DMW-BCH7E, Lumix DMC-FP1, DMC-FP2, DMC-FP3, DMC-FT10, DMC-TS10",Camera,5,2,2,N,Y,Just what I needed!,"I lost the charger for my Panasonic Lumix camera and hated the idea of replacing the entire camera because I couldn't charge the batteries.  I found this charger on Amazon.  I was skeptical.  None of the replacement chargers I could find online looked very much like my original charger.  This one looked close, got good reviews and came with two extra batteries.  I didn't really need the batteries since I already have two.  But it was roughly the same price as a charger without the batteries, so I ordered it.  It is exactly what I needed to make my camera usable again!! And - Bonus! - now I have four batteries for my camera!  I haven't done a scientific study - but I think each battery will provide me with power for about a day and half of light shooting and maybe 5-8 hours of heavy use. I will never be without power again!  I'm so pleased with my purchase.",1/22/2014
US,27040064,RJF7RKST7RSXF,B004QXKK16,1265480,"Wasabi Power Battery and Charger Kit for Panasonic DMW-BCH7, DMW-BCH7PP, DMW-BCH7E, Lumix DMC-FP1, DMC-FP2, DMC-FP3, DMC-FT10, DMC-TS10",Camera,5,0,0,N,Y,Five Stars,Worked fine.,12/26/2014
US,39036156,RFGV80GDBYR2D,B004QXKK16,1265480,"Wasabi Power Battery and Charger Kit for Panasonic DMW-BCH7, DMW-BCH7PP, DMW-BCH7E, Lumix DMC-FP1, DMC-FP2, DMC-FP3, DMC-FT10, DMC-TS10",Camera,5,0,0,N,Y,Renewed and old camera,"This is perfect.  The original charger went south and I could not charge the battery.  This happened over a year ago.  The new batteries work great and I like the idea that it charges from the cigarette lighter.  Also with the two batteries, I will always have a charged one to throw into the camera.  This is my wife's camera and it eats batteries like they are candy.  Now I have a happy wife and I have a much happier life.<br />I even found some old photos on the camera, which was a bonus.",1/14/2014
US,40163265,R1EQ9NQA14RGI3,B003TMZ14G,1275472,"Charger for Nikon EN-EL12, ENEL12, Battery",Camera,1,0,0,N,Y,Not the genuine brand name product,"It works, at least for now. But it is NOT the brand name \\""Synergy Digital\\"" charger as was advertised and indicated in the photograph (at least when I ordered it). It's an unbranded copy. Time will tell if that makes a difference.<br />Three weeks later: Failed on my second attempt to charge the battery. Totally disappointing. Bad product. Attempting to return it.",10/6/2013
US,651364,R2L259RMA5E8SI,B00PHJTBH2,1285815,"Nikon D5200 Wi-Fi Digital SLR Camera with 18-55mm, 55-200mm Lenses, WU-1a, Bag &amp; Card (Black) + Flash + Battery &amp; Charger + Tripod + Filters + Kit",Camera,5,1,1,N,Y,just a great package!,"What I wanted 6 yrs.ago,just a great package! Thanks",2/8/2015
US,1408250,R2R242N11BFI5L,B00PHJTBH2,1285815,"Nikon D5200 Wi-Fi Digital SLR Camera with 18-55mm, 55-200mm Lenses, WU-1a, Bag &amp; Card (Black) + Flash + Battery &amp; Charger + Tripod + Filters + Kit",Camera,5,0,0,N,Y,Better than expected,"I have only used the camera a little but so far it's great, the picture quality is better than expected. I have been using a point and shoot digital for several years with what I thought was good quality but the d5200 is much better. I also want to say Cameta Camera exceeded my expectations, the camera and bundle was packed very well and delivery was 3 or 4 days ahead of the scheduled date even with the big snowstorm in the Northeastern part of the country. I have to give Cameta 5 Stars also.",2/24/2015
US,2029956,R3DDX8IPL4SVK1,B00PHJTBH2,1285815,"Nikon D5200 Wi-Fi Digital SLR Camera with 18-55mm, 55-200mm Lenses, WU-1a, Bag &amp; Card (Black) + Flash + Battery &amp; Charger + Tripod + Filters + Kit",Camera,5,0,0,N,Y,Great Nikon bundle,I love this Nikon. It's a great camera and so far the package had everything I needed except an additional SD card for extra storage but that's a personal preference thing. Everything is good quality and working well and the packaging was very sturdy and shipping was fast.,3/11/2015
US,8673855,R3I5EUDOZGPCI9,B00PHJTBH2,1285815,"Nikon D5200 Wi-Fi Digital SLR Camera with 18-55mm, 55-200mm Lenses, WU-1a, Bag &amp; Card (Black) + Flash + Battery &amp; Charger + Tripod + Filters + Kit",Camera,5,3,3,N,Y,that I am extremely happy with this purchase,"I have to say, that I am extremely happy with this  purchase. The last camera that I owned, was a 35mm auto everything, that I bought back in the 80s. This kit has everything to get me restarted in a hobby that I love. This particular kit came from Cameta Camera and I am really pleased with their services. I will be looking to them for future purchases.",2/12/2015
US,13650929,R1CYVQQ5CMXR1V,B00PHJTBH2,1285815,"Nikon D5200 Wi-Fi Digital SLR Camera with 18-55mm, 55-200mm Lenses, WU-1a, Bag &amp; Card (Black) + Flash + Battery &amp; Charger + Tripod + Filters + Kit",Camera,5,1,1,N,Y,Great camera.,"The camera is very instinctive to use. As I learn its capabilities, I look forward to using its many creative options.  Great camera.",2/9/2015
US,22907903,R2WBPXXW30XCTM,B00PHJTBH2,1285815,"Nikon D5200 Wi-Fi Digital SLR Camera with 18-55mm, 55-200mm Lenses, WU-1a, Bag &amp; Card (Black) + Flash + Battery &amp; Charger + Tripod + Filters + Kit",Camera,5,0,0,N,Y,Five Stars,It's a great camera,3/24/2015
US,28223483,R2HWVYY3TR46OH,B00PHJTBH2,1285815,"Nikon D5200 Wi-Fi Digital SLR Camera with 18-55mm, 55-200mm Lenses, WU-1a, Bag &amp; Card (Black) + Flash + Battery &amp; Charger + Tripod + Filters + Kit",Camera,5,0,0,N,Y,Amazing photo quality,I love my new Nikon camera. I took it out of the box and used it at a wedding. My family was pleasantly surprised at the quality photos I was able to capture for such a special day.,4/14/2015
US,28965535,RMSMQGUIZ60AH,B00PHJTBH2,1285815,"Nikon D5200 Wi-Fi Digital SLR Camera with 18-55mm, 55-200mm Lenses, WU-1a, Bag &amp; Card (Black) + Flash + Battery &amp; Charger + Tripod + Filters + Kit",Camera,5,4,4,N,Y,In Love with this camera,Absolutely LOVE this camera and everything it came with. It was a great package. The shipping was incredibly fast. I got standard shipping and amazon had emailed me to let me know there would be a delay...and then my camera arrived the next day. It literally took like 2 days to get to me. I was so excited. I've had it for about a month now and I've taken over 1000 pictures. Purchased it so i could capture the sweet memories of my now 4 month old son. It's perfect and takes amazing pictures.,2/11/2015
US,42929518,RDSCGKA4UBS9Q,B00PHJTBH2,1285815,"Nikon D5200 Wi-Fi Digital SLR Camera with 18-55mm, 55-200mm Lenses, WU-1a, Bag &amp; Card (Black) + Flash + Battery &amp; Charger + Tripod + Filters + Kit",Camera,5,6,6,N,Y,Everything came packaged nicely. Brand new equipment,Everything came packaged nicely. Brand new equipment. Its a one of the best deals out there for this camera plus all the extra equipment,1/22/2015
US,13777644,RU8TIULHH0LDC,B000BHCH3U,1334251,HOYA DIGITAL PRO1 77MM SOFTENER (A) FILTER,Camera,5,0,0,N,Y,Five Stars,Good. Does the job,8/27/2015
US,19625007,R25D1OEE8E0196,B000B5LGNE,1338318,Hitachi DZ-GX5020A Camcorder Replacement Battery - TechFuel Professional Battery,Camera,5,0,0,N,Y,Best replacement camera batteries available.,These batteries are hard to find anywhere other than online. I actually purchased teo of these for my moms old camera because the original was not holding a charge. Haven't heard a single complaint about the batteries from my mom so I would say these are a good buy. If holding on to your favorite camera is your goal. Pick these up.,11/14/2014
US,43937101,R1CEYUV4A60KRT,B000B5LGNE,1338318,Hitachi DZ-GX5020A Camcorder Replacement Battery - TechFuel Professional Battery,Camera,5,0,0,N,Y,Great Experience,"Excellent timing on delivery, product was as described and I have used it sucessfully.",10/1/2014
US,25586579,R1JAXJXLL8Y66S,B00UTWOV2C,1340161,Mcoplus MK-320 TTL Speedlite for FujiFilm Hot Shoe Camera X-E1 X-E2 X-T1 X-A1 X-A2 X-M1 X-100S X-100T X-PRO1 X-PRO2,Camera,2,1,1,N,Y,decent speedlite for the price,"For the price, it does a decent job. The diffuser is not very good and falls off to easily, but overall, it is a good supplement to the pop up flash on my fujifilm x-e2. I bought a second one of these to use as a slave for some off camera flash and the second one wouldn't even fire on the hotshoe. I have to wonder about the quality of the product.",6/16/2015
US,3157512,R1SDNZPYLSOYC7,B00O50XC5Q,1350213,"Rear View Safety RVS-770616N Backup Camera System with 7"" TFT LCD Display and Side Cameras",Camera,5,3,3,N,Y,Well worth the price for security and safety,Thus far I have only bench tested it and am very pleased with the results. Not only will it select the correct camera based on the direction the turn signal indicates but one can also over ride the function by pressing the camera needed from the main console.,3/28/2015
US,12915369,R5KQH5U1F6489,B00O50XC5Q,1350213,"Rear View Safety RVS-770616N Backup Camera System with 7"" TFT LCD Display and Side Cameras",Camera,4,3,4,N,Y,The only thing I miss on the system is the ...,"The only thing I miss on the system is the ability to run split screen.  The settings are NOT intuitive.  Volume adjustment come up when I try to set brightness.  It doesn't have a speaker, or at least mine doesn't.",2/7/2015
US,13175009,R2DKD6LKZYA01H,B00O50XC5Q,1350213,"Rear View Safety RVS-770616N Backup Camera System with 7"" TFT LCD Display and Side Cameras",Camera,4,8,8,N,Y,Great Camera System,"I bought this system to replace an older B&W system that was installed in my Class A. There were a few items that I had to stop and think about a little bit as I was installing the system.<br /><br />Monitor Install: The monitor ships with a stick on bracket that is meant to be stuck onto a dash. While this would be okay if you didn't have a system installed into your coach. It does not supply any other type of bracket for mounting of the monitor in the space of an existing monitor. This was kind of a problem, but I ended making a bracket using the parts from the one supplied and some good ole brain power.<br /><br />The Rear Camera: The instructions come with a diagram on how to splice the wires in the case of not being able to use the ones supplied. Like most motorhomes, they are built to not be taken apart, and routing wire through the ceiling was not an option here. I used the wires that were already in place for the old system, the only feature that I gave up was the ability to mirror the camera. Which was a big deal.<br /><br />The side Cameras: These were very easy to mount, although the instructions say &#34;bench test the system&#34; I agree, I hooked it up within the coach before I mounted the cameras and figured out which one worked on the correct side. Other reviews said the image was upside down because they did now perform this task.<br /><br />Pros: The system is very simple to hook up, it does require how to use basic tools. The image quality is very nice for the price,<br /><br />Cons: There could be a few more monitor choices for mounting the monitor, the instructions show other mounts although the instructions show other mounts none are supplied.",5/8/2015
US,21019775,R2Q4EW6IRRNIOD,B00O50XC5Q,1350213,"Rear View Safety RVS-770616N Backup Camera System with 7"" TFT LCD Display and Side Cameras",Camera,5,1,3,N,Y,I am very happy with the kit to convert my older motorhome to ...,I have it mostly installed and have gone through the setup menu. I am very happy with the kit to convert my older motorhome to the newer camera safety functions.,7/2/2015
US,29779239,R3TAFJ6JYUHTJR,B00O50XC5Q,1350213,"Rear View Safety RVS-770616N Backup Camera System with 7"" TFT LCD Display and Side Cameras",Camera,5,1,2,N,Y,Five Stars,"Great solution for my RV, clear picture and easy installation/mounting",6/3/2015
US,36577312,R1IEMYBA1I8NUL,B00O50XC5Q,1350213,"Rear View Safety RVS-770616N Backup Camera System with 7"" TFT LCD Display and Side Cameras",Camera,5,2,2,N,N,A must have for driving too!,"Nothing but good to say about this product. The cabling and connectors are of the highest quality. I couldn't believe what I was getting for the money. The camera is awesome day and night. I haven't hooked up the backup light but haven't felt the need to have it because of the night vision. It's like the road behind me is lit up. We put 7,000 miles on the road with this camera. I didn't use so much for the backing up as I did using it to see what was behind me while driving. Works beautifully for lane changes. Just knowing what is back there or coming up in my blind spot is worth the cost of the system.<br /><br />The 7&#34; screen was a must have and I am not disappointed. I can see detail very well. I love the image mirroring capability as well as the easy to use controls on the face of the monitor. Getting a smaller screen makes little sense since the idea is to see what is behind you.<br /><br />I just bought a license plate camera to use on the second channel and am thinking about getting a camera mounted up on the front of the trailer to give me a better view of the road ahead and to see if I am going to hit anything when going down a tree covered one lane road. But that might be too geeky.<br /><br />I highly recommend this product.",3/26/2015
US,45709517,R37GSBIKXUW02U,B00O50XC5Q,1350213,"Rear View Safety RVS-770616N Backup Camera System with 7"" TFT LCD Display and Side Cameras",Camera,1,4,4,N,Y,Bad componets,When tested the multiplexer ( that is the device that all the connectors go into) had a loose power connector and turned the system on and off when the wires were moved.,5/4/2015
US,3007212,R164LN5UD29HDS,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,1,N,Y,Five Stars,Good,5/18/2015
US,5770968,RVMGZX0QEYC8G,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,4,0,0,N,Y,Plastic composition,"Functionally and optically, the Olympus M. 40-150mm zoom lens is very good, but not quite up to the standard of the old Olympus 35mm lenses.  Plastic composition makes the lens light and easy to handle.  However, I am not one that is predisposed to plastic construction. Jas.",6/8/2014
US,7214611,R102Z5IYKO370,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,2,N,Y,Five Stars,It works.,7/16/2014
US,9714045,R3JK5EYFJ3IBOA,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,1,0,27,N,Y,6r is so poor quality for blackmagic cinema camera and no lense fits ...,Olympus m.40-150mm f4.0-5.6r is so poor quality for blackmagic cinema camera<br />and no lense fits for the camera please!  Lost my money for something I don't use it.,4/5/2015
US,10499407,RB6DBE3PTV3RT,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,0,N,Y,great value and light easy carry,I think its a bargain and with the kit lens I have a huge range. It focuses fast and sems sharp it's not a fast lens but that allows me fredom as it's light to carry. Using on my epm2 that I love too,12/3/2013
US,11376058,RDKOVA0T58STC,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,4,0,0,N,Y,Must have for nature photo!,I got this to use with my Olympus Pen PL2 and I like it a lot. I use it more than the lens came with the camera. It helped me take picture of nature in far distance. It works best with a tri pod.,4/28/2014
US,13901146,R32WQROAS1RLXF,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,1,1,N,Y,Must buy for M4/3 owners,"For the money, this is the best lens going for Micro Four Thirds cameras(with the Sigma DNArt line next). If you are buying the body only to start I would even get this before the kit lenses(of the two, get the 12-50 if you have the money).",10/9/2013
US,14431513,REU1I21Q88C0N,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,3,2,5,N,Y,Great for the price!!!!,"For the price ($100 or so), it's a good zoom lens for the micro 4/3 cameras<br />I have the Olympus PEN EL5, great camera<br />great photos<br />this is good starter lens<br />For $100, good way to see what your camera can do<br />I will be buying a better zoom lens soon, once I get some more fun money freed up.<br />But, for a hundred bucks, you can't beat it!<br />Don't pay more<br />See if you can get it for less.<br /><br />What's wrong with it?<br />Well, it's cheap<br />It's not that sturdy<br />It hunts in low light<br />images are good, haven't done full comparison yet, but so far I like what I see<br />Works great/better with tripod<br /><br />Thanks for reading<br /><br />Gregg Hutchings<br />Editor/Publisher<br />Model Cars Magazine<br />Slot Cars Magazine",6/24/2015
US,14953166,R1M1YSP5N024AP,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,4,0,0,N,Y,Good zoom lens for the price,Good zoom lens for the price. I was eyeing Panasonic version of this but at moment and due to the budget decided to go with this. It's fairly sharp but I think AF is little flawed as it seems slows. Otherwise works great with my BlackMagic Pocket Camera.,8/8/2015
US,15024564,R3GGK5NXG7RL2J,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,0,N,Y,Loved this product,I love Olympus products - highest quality and the best prices. I have used this lens multiple times and I enjoy it.,3/21/2014
US,15351258,R2J8YY6MYYTWQI,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,4,0,0,N,Y,Good product with a good price,Excellent product with a good price.  The only issue is hard to focus from time to time..,7/4/2014
US,15438503,R2ECMC62HEXHB0,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,4,4,N,Y,Great lens for the money,I have an Olynpus E-PL5.  This lens operates flawlessly. Produces excellent results! I've used it in several shooting modes with no issues.,10/9/2013
US,15663514,RWBIPUBAMF8SI,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,1,N,Y,Five Stars,This is the best Lens I have used so far.<br />The Zoom is fabulous.<br />love it,12/12/2014
US,17119788,R1L0MNCJYT8JT2,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,2,2,11,N,Y,Not as expected.,"I did not like this lens at all.  I don't know if it was a manufacturing defect or that is just how the lens is produced.  First, the lens did not fit properly against the camera mount.  It was loose and would shift when zooming. Yes, I understand that sometimes there is a little give, but this was extreme and I was concerned over time it would cause damage to the camera body, it was noisy as well.  Also, it was very difficult to manually focus because the focus ring was extremely loose.  Personally, I was not crazy about the focus ring not having a hard stop either, that's just a personal preference though and I know others who like that.  Overall this absolutely did not meet my expectations.  That being said, however... Returning this product was exceptionally easy.  I sent it with a prepaid UPS label amazon had prepared and it was mailed out on Wednesday and by Saturday morning they had received the product and issued me a full refund including the cost I had paid for 1-day shipping.  Now, THAT was impressive.",8/26/2013
US,20800859,R3VE834QZ07SFV,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,1,1,N,Y,great lens if your kids doing a recital or a ...,"great lens if your kids doing a recital or a play.  not over the top obtrusive.  one heckova zoom on it.  not the best glass in the world, but fits the bill at the price point.",7/8/2014
US,20838656,RB5Q0S5F049T7,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,1,N,Y,Affordable long lens for micro 4/3s,"I liked this so much I bought one for my mom's camera.<br /><br />I have an Olympus EP-2 and get a long lens for every camera I have.  This seemed to be the right fit and I got it at a great price.  I've already taken some great nature photos, as this lets  you get pretty close without scaring things away.<br /><br />I don't have any expensive glass for my Olympus yet, but I can't imagine things getting all that much better than the photos I get with this 40-150.<br /><br />The lens is very light and a bit plastic,  but at the same time, this is my light go-everywhere camera, so I appreciate the weight savings.<br /><br />No complaints!",2/5/2014
US,20856555,R34W4G9TSIJG11,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,0,N,Y,Love this.,"For the price I paid on this little lens, I've gotten a whole lot of bang for my buck. I love how much I can zoom in on stuff and it has worked like a champ since I've been using it.",10/23/2013
US,21589812,R375NIN18DNWAH,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,4,0,1,N,Y,Better than I expected.,"Works great on Olympus Pen,",9/13/2014
US,22198849,RTS63Q63I5ICH,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,1,2,N,Y,Five Stars,Great lens for the price.. It exceeds my expectations..,11/25/2014
US,22716726,R4CNOKLJ9E61P,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,0,N,Y,nice lens,essential for the oly user great IQ for such a inexpensive lens. acceptable build quality. tack sharp in mid range<br />.,4/16/2014
US,22892563,R28FR762PBEBAL,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,0,N,Y,Great lens,Got a great price on a great lens. Extremely happy with this purchace.  Waiting for some warmer weather so we can enjoy it more.,1/8/2014
US,23578436,R1VGPO7VLQE9QB,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,0,N,Y,Good performance lens,Received in very good condition and it performed better than my expectation. The quality of the picture taken was very clear and sharp,1/2/2014
US,24470810,R391EUHPJ7OCPN,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,2,3,N,Y,Olympus Brings It Home,"Images from my Oly PEN E-P5 taken with this lens are very sharp and detailed, especially stopped down a bit. Best part of all--it's light as a feather. After years of lugging around Canon, Tamron and Nikon long zooms, this one's almost too light to take seriously. But in this instance,  bantam-weight doesn't equal a sacrifice in image quality and performance, and that's no joke. It's getting harder and harder to find a reason to take along the &#34;real&#34; camera gear. This one goes with me everywhere. The others? No way.",7/29/2015
US,24761898,R2M9AM8STXID0J,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,0,N,Y,Great lens at a reasonable price,I came from a point and shoot camera so this was the first camera I've had with interchangable lenses. This lens take great pictures and has great bokah. I used it today and shot some wildlife and the pictures were beautiful-clear and crisp with the background blurred just perfect. I also did some pictures at a seminary near my house that has beautiful building and bridges and they came out great. I am very happy with with this lens. It's pretty fast too.,5/4/2014
US,27638985,RXV26M6N8S8K8,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,1,N,Y,Five Stars,Great lens for the price.,4/12/2015
US,29199580,R95TMB9UG0BFF,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,1,N,Y,Five Stars,Good product and fast shipping,3/25/2015
US,29992255,RVA2VQNEMMZI9,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,1,N,Y,Five Stars,Good lense,5/1/2015
US,33348557,R2QW7ZKUO4TU45,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,1,2,N,Y,Five Stars,Excellent lens for the price,7/21/2015
US,34397922,R1JCAWWT2B428D,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,3,0,9,N,Y,ok,"ok.thought it might come with plastic sun shield/anti glare protecter-but it didn't.will have to shell out for it as a seperate item,,,,,,,,,......................................... !",1/5/2014
US,36906700,R3CAP3V6NJJ1NZ,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,0,N,Y,Five Stars,Great little lense. Seems to be good quality and has given me more options for my amateur photo hobby.,12/20/2014
US,37565436,R2VPNPULN3YUYY,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,3,0,5,N,Y,For the price just OK,the motion is not smooth actually quite hard - which reflects poorly on the build quality. Otherwise nice lens to get play around with a zoom.,7/31/2013
US,38549053,R11L78VXBPUQ5J,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,6,7,N,Y,Sweet Addition,"This lens has met my expectations! Coming from using an old Minolta 35-135 mm lens and an adapter, I miss the manual controls.<br /><br />Good:<br />The auto-focus in this lens is crazy quiet compared to the kit lens! I keep thinking that I left it on manual when I don't hear the focus motors moving.<br />It's quite an upgrade from the kit for those who need the zoom. As a 80-300 mm equivalent it really reaches out!<br />After shooting in the snow, this lens accumulated a little snow. Using a hood to protect the glass from snow, this lens performed without a hitch!<br /><br />Bad:<br />Aside from the glass, this lens is all plastic. The mount, the filter threads, the barrel; all plastic. Even the focus ring flexes a little under pressure.<br /><br />Ugly:<br />It's slow. With an f/4.0 at best you won't be taking any high speed, low light action shots! The auto-focus isn't super fast, but that's probably my camera's fault. (PEN E-PL1). When fully extended, it's not a pretty lens. literally.<br /><br />Recommend:<br />Yes I would recommend this lens particularly to a starting photographer. It provides that zoom that the kit lens can't at an affordable price. With lower ISO's and a tripod, excellent photos can be coaxed out of this lens. I haven't had a chance to catch quicker things in better light, but I'm certain that this will perform much better (speed) in daylight.",2/1/2015
US,40828644,R3V55PQ3L7F37H,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,4,0,1,N,Y,good cheap zoom,"fit for purpose (Whale watching in Kaikoura NZ), reasonably sharp, light and cheap, happy with purchase",9/8/2014
US,43404101,R2VJEEYDYSTTXP,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,0,N,Y,Five Stars,A must have!,7/29/2015
US,45644668,R3U3GB7CPZQEI1,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,1,N,Y,Great value,"A very good lens for my PEN camera at a quite good price. There are higher-end ones obviously, but this one produced high quality pictures at the ranges described. Easy to use and well constructed. I'll probably get a higher-quality one for my next lens (at a stronger zoom), but this does nicely for the 40-150 range.",9/9/2013
US,47492614,R2T28IFAGUPY61,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,0,N,Y,amazing long lens for the price,"I was skeptical with the price of this lens. However, after significant use on a month-long road trip, this sucker is amazing. I cannot believe it was only ~$150. After doing some later checking on the micro 4/3 site, it appears this is well documented. For those who venture into other spectrums of light, do not hesitate. This lens performed flawlessly in Infrared with zero hot spots.",4/25/2014
US,48110375,R152KOVMZ6H2U9,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,0,N,Y,Great 4 Thirds Camera Lens,The Olympus M. 40-150mm F4.0-5.6 R Zoom Lens is a great buy for what it cost.<br />It takes great pictures and the zoom feature is smooth with the pictures clear and crisp.<br />This design is of a good quality and the zoom lens looks good too.<br />There are many high end lenses available out there but it can be quite costly hence always keep in mind that what potential you want to achieve.<br />Getting what you need and what you can afford is two separate issues. In this case this Olympus M. 40-150mm F4.0-5.6 R Zoom Lens was exactly what I needed and it was well priced and now serves me well.<br />I recommend it.,3/5/2014
US,48218362,R1AFWVKER4JCBH,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,0,N,Y,Great Beginner Lense,"Since buying my EP3 Olympus digital camera I've only had the 14mm lens.  I've mastered the very basics of the camera and was looking for an economical lens option so I can start taking longer distance photos.  This lens has been a great benefit since it's arrival.  Not much to know on how to use it, just simply adjust the range and let the camera do the rest.  Great quality photos from max 150mm distance.  Very impressed for the price compared to others that are equivalent.",1/29/2014
US,48979505,R3CHYKVRDUIMKW,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,0,N,Y,Olympus M. 40-150 R Zoom Lens.,Great inexpensive lens. Very light and easy to handle. I use it on both my Olympus E-PL3 and E-PM2 cameras. Comes with a lens shade. I purchased a HOYA alpha mc UV filter to go with the lens.,4/24/2014
US,49374084,R1R0002UVSUBMF,B005KJH8WO,1366581,Olympus 40-150mm F4.0-5.6 R Lens,Camera,5,0,0,N,Y,Worth the money,Not a professional photographer but I get excellent pictures with this new lens.  I would recommend buying this lens for your camera.,1/14/2014
